time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20120629:1811,38.02,0,31.28,0.86,13.01,21.42,2.9,0
20120629:1911,23.98,0,23.05,0.63,4.83,20.76,2.76,0
20120629:2011,0,0,0,0,0,19.83,2.41,0
20120629:2111,0,0,0,0,0,18.71,2.14,0
20120629:2211,0,0,0,0,0,17.88,2.28,0
20120629:2311,0,0,0,0,0,17.32,2.34,0
20120630:0011,0,0,0,0,0,16.73,2.55,0
20120630:0111,0,0,0,0,0,16.46,2.69,0
20120630:0211,0,0,0,0,0,15.99,2.76,0
20120630:0311,0,0,0,0,0,15.75,2.76,0
20120630:0411,33.31,0,27.99,0.77,6.17,15.64,2.83,0
20120630:0511,127.57,4.09,74.09,3.71,14.49,16.26,2.9,0
20120630:0611,375.57,45.78,153.94,5.63,23.41,17.31,2.97,0
20120630:0711,909.34,340,111.03,11.42,32.57,18.36,3.24,0
20120630:0811,1345.75,544.47,117.22,14.82,41.6,19.5,3.38,0
20120630:0911,1295.68,320.14,319.9,14.03,49.96,20.8,3.93,0
20120630:1011,1894.77,825.85,131.47,19.46,56.74,21.75,4.28,0
20120630:1111,1491.45,361.59,381.68,15.9,60.57,22.51,5.03,0
20120630:1211,1720.57,560.91,304.63,17.92,60.19,23.03,5.03,0
20120630:1311,1492.81,420.42,326,16.04,55.73,23.75,5.17,0
20120630:1411,1347.11,405.99,265.64,14.93,48.59,23.57,4.55,0
20120630:1511,1007.13,267.3,235.61,12.1,40.07,23.52,4,0
20120630:1611,618.76,123.28,196.11,8.64,30.98,23.34,3.45,0
20120630:1711,257.18,96.33,72.94,7.26,21.83,22.73,2.76,0
20120630:1811,68.25,0,47.74,1.31,13,21.94,2.34,0
20120630:1911,1.71,0,7.41,0.2,4.81,21.27,1.52,0
20120630:2011,0,0,0,0,0,19.85,1.72,0
20120630:2111,0,0,0,0,0,18.41,1.93,0
20120630:2211,0,0,0,0,0,17.79,2.28,0
20120630:2311,0,0,0,0,0,17.11,2.34,0
20120701:0011,0,0,0,0,0,16.47,1.93,0
20120701:0111,0,0,0,0,0,15.71,1.79,0
20120701:0211,0,0,0,0,0,15.05,1.93,0
20120701:0311,0,0,0,0,0,14.54,2.07,0
20120701:0411,35.04,0,28.81,0.79,6.09,14.14,2.48,0
20120701:0511,75.99,6.94,46.92,4.34,14.42,14.32,2.69,0
20120701:0611,423.73,151.07,84.8,7.76,23.33,14.87,3.52,0
20120701:0711,716.72,135.9,214.68,8.78,32.49,15.63,3.72,0
20120701:0811,1189.36,346.46,227.38,12.96,41.53,16.65,3.93,0
20120701:0911,945.5,114.34,344.11,10.81,49.88,17.47,4.21,0
20120701:1011,1109.48,153.92,384.14,12.4,56.66,18.06,4.76,0
20120701:1111,611.69,7.89,294.19,7.65,60.5,17.99,4.83,0
20120701:1211,599.39,6.71,289.61,7.51,60.13,18.04,4.97,0
20120701:1311,473.08,1.09,236.72,6.06,55.69,18.21,5.1,0
20120701:1411,409.92,1.03,207.45,5.32,48.56,18.09,4.97,0
20120701:1511,489.4,13.01,232.26,6.22,40.05,18.12,4.76,0
20120701:1611,552.1,64.42,212.35,7.31,30.96,17.66,4.48,0
20120701:1711,296.26,20.39,141.03,4.77,21.81,17.16,4.07,0
20120701:1811,80.4,0,52.68,1.45,12.98,15.59,3.45,0
20120701:1911,21.95,0,21.4,0.59,4.78,15.69,3.31,0
20120701:2011,0,0,0,0,0,14.94,2.76,0
20120701:2111,0,0,0,0,0,14.12,2.55,0
20120701:2211,0,0,0,0,0,13.3,2.28,0
20120701:2311,0,0,0,0,0,12.6,2.07,0
20120702:0011,0,0,0,0,0,11.94,2.28,0
20120702:0111,0,0,0,0,0,11.55,2.55,0
20120702:0211,0,0,0,0,0,11.37,2.41,0
20120702:0311,0,0,0,0,0,11.12,2.28,0
20120702:0411,38.71,0,30.46,0.84,6.01,10.85,2.14,0
20120702:0511,111.58,4.47,64.77,3.89,14.33,11.56,1.86,0
20120702:0611,383.93,51.38,150.13,5.75,23.25,13.19,2.07,0
20120702:0711,522.24,40.36,218.93,6.56,32.41,14.82,2.14,0
20120702:0811,1165.25,338.68,230,12.85,41.45,16.24,2.14,0
20120702:0911,670.84,30.23,301.25,8.23,49.8,17.52,2.41,0
20120702:1011,1090.01,154.05,383.27,12.37,56.58,18.49,2.48,0
20120702:1111,591.78,6.77,290.52,7.53,60.43,19.47,2.28,0
20120702:1211,1003.78,108.58,391.45,11.81,60.07,20.11,2.14,0
20120702:1311,792.04,50.07,345.59,9.7,55.65,20.5,2.14,0
20120702:1411,640.04,27.82,294.47,8.05,48.53,20.8,2.07,0
20120702:1511,229.18,0,126.73,3.23,40.02,20.87,1.86,0
20120702:1611,298.89,2.28,157.79,4.09,30.94,20.73,1.45,0
20120702:1711,275.26,77.99,93.39,6.76,21.79,20.22,0.83,0
20120702:1811,96.17,0,61.74,1.7,12.95,20,0.55,0
20120702:1911,24.18,0,23.05,0.63,4.75,19.28,1.1,0
20120702:2011,0,0,0,0,0,17.65,1.52,0
20120702:2111,0,0,0,0,0,16.56,1.79,0
20120702:2211,0,0,0,0,0,15.79,2,0
20120702:2311,0,0,0,0,0,15.31,1.93,0
20120703:0011,0,0,0,0,0,14.81,1.79,0
20120703:0111,0,0,0,0,0,13.76,1.79,0
20120703:0211,0,0,0,0,0,12.84,1.72,0
20120703:0311,0,0,0,0,0,12.13,1.72,0
20120703:0411,37,0,29.63,0.81,5.92,11.77,1.66,0
20120703:0511,132.85,0.35,77.62,2.17,14.25,13.23,1.24,0
20120703:0611,347.87,31.95,152.8,5.09,23.16,16.15,1.24,0
20120703:0711,762.75,183.53,196.66,9.5,32.33,17.78,1.86,0
20120703:0811,1291.76,498.42,142.34,14.32,41.36,19.25,2.21,0
20120703:0911,1592.95,638.68,166.71,16.9,49.71,20.63,2.34,0
20120703:1011,1817.29,787.78,151.98,19.07,56.49,21.72,2.28,0
20120703:1111,1392.05,323.03,388.51,15.36,60.35,22.74,2.07,0
20120703:1211,336.93,0,179.9,4.59,60,23.31,1.86,0
20120703:1311,1235.51,261.56,369.97,14.07,55.6,23.65,1.79,0
20120703:1411,959.34,149.59,335.96,11.42,48.5,23.28,1.79,0
20120703:1511,785.84,119.36,278.64,9.75,39.99,23.14,1.86,0
20120703:1611,563.51,84.51,208.37,7.78,30.91,22.91,1.45,0
20120703:1711,288.42,57.33,115.92,6.2,21.76,22.79,0.97,0
20120703:1811,116.04,0,72.44,1.99,12.92,22.64,0.48,0
20120703:1911,16.02,0,18.11,0.5,4.71,21.41,0.9,0
20120703:2011,0,0,0,0,0,19.63,1.59,0
20120703:2111,0,0,0,0,0,18.33,1.93,0
20120703:2211,0,0,0,0,0,17.25,2,0
20120703:2311,0,0,0,0,0,16.61,2,0
20120704:0011,0,0,0,0,0,16.24,2.07,0
20120704:0111,0,0,0,0,0,16.03,2.07,0
20120704:0211,0,0,0,0,0,15.7,2.14,0
20120704:0311,0,0,0,0,0,15.44,2.14,0
20120704:0411,4.74,0,9.88,0.27,5.83,15.37,2,0
20120704:0511,98.43,0.05,61.89,1.61,14.16,16.1,1.79,0
20120704:0611,297.58,13.78,145.66,4.23,23.07,17.74,1.52,0
20120704:0711,514.82,43.07,219.15,6.63,32.24,19.77,1.66,0
20120704:0811,953.39,197.97,279.96,11.08,41.27,21.23,1.66,0
20120704:0911,1207.93,286.68,325.86,13.51,49.62,22.76,1.86,0
20120704:1011,1657.73,606.27,253.96,17.65,56.4,24.07,2.34,0
20120704:1111,1311.82,275.89,396.64,14.73,60.26,24.3,2.21,0
20120704:1211,1482.62,408.34,361.38,16.31,59.93,24.68,2,0
20120704:1311,682.47,27.28,323.11,8.73,55.54,25.2,2,0
20120704:1411,879.23,114.68,334.9,10.72,48.45,25.46,1.86,0
20120704:1511,646.71,59.79,273.7,8.3,39.96,25.75,1.86,0
20120704:1611,528.07,67.16,210.78,7.33,30.88,25.68,1.79,0
20120704:1711,289.99,47.03,125.51,5.86,21.73,25.42,1.52,0
20120704:1811,94.02,0,61.74,1.7,12.88,24.64,1.38,0
20120704:1911,5.46,0,10.7,0.29,4.66,23.38,2,0
20120704:2011,0,0,0,0,0,21.67,2.34,0
20120704:2111,0,0,0,0,0,20.5,2.48,0
20120704:2211,0,0,0,0,0,19.71,2.62,0
20120704:2311,0,0,0,0,0,19.39,2.76,0
20120705:0011,0,0,0,0,0,19.11,2.83,0
20120705:0111,0,0,0,0,0,18.69,2.76,0
20120705:0211,0,0,0,0,0,18.3,2.76,0
20120705:0311,0,0,0,0,0,17.97,2.76,0
20120705:0411,0,0,4.94,0.14,5.73,17.88,2.69,0
20120705:0511,132.7,2,78.05,3.3,14.06,18.56,2.48,0
20120705:0611,179.55,0.63,101.9,2.62,22.98,19.8,2.14,0
20120705:0711,787.1,226.15,173.98,10,32.14,21.93,2,0
20120705:0811,1182.19,404.49,195.6,13.44,41.17,23.36,1.79,0
20120705:0911,1548.88,636.85,166.89,16.83,49.52,24.76,1.93,0
20120705:1011,1706.93,688.72,210.54,18.3,56.3,25.95,2.21,0
20120705:1111,1639.48,551.28,310.54,17.69,60.17,26.45,2.41,0
20120705:1211,420.29,0,221.56,5.66,59.85,25.43,2.69,0
20120705:1311,102,0,65.58,1.67,55.48,23.67,3.24,0
20120705:1411,638.62,30.01,295.63,8.12,48.4,24.05,2.62,0
20120705:1511,810.84,134.77,276.33,10.02,39.91,24.66,2.76,0
20120705:1611,579.9,97.17,205.16,8.05,30.84,24.53,2.34,0
20120705:1711,242.67,110.8,56.54,7.44,21.68,24.57,2.21,0
20120705:1811,86.55,0,57.62,1.58,12.83,23.64,2.07,0
20120705:1911,21.15,0,21.4,0.59,4.61,21.82,1.86,0
20120705:2011,0,0,0,0,0,20.73,2.21,0
20120705:2111,0,0,0,0,0,19.91,2.41,0
20120705:2211,0,0,0,0,0,19.31,2.07,0
20120705:2311,0,0,0,0,0,19.19,2.07,0
20120706:0011,0,0,0,0,0,18.88,2.48,0
20120706:0111,0,0,0,0,0,18.62,2.55,0
20120706:0211,0,0,0,0,0,18.35,2.41,0
20120706:0311,0,0,0,0,0,18.18,2.28,0
20120706:0411,24.35,0,23.05,0.63,5.63,18.08,2.07,0
20120706:0511,134.22,0.54,79.69,2.42,13.96,18.41,2,0
20120706:0611,253.53,6.27,131.82,3.6,22.88,19.12,2.76,0
20120706:0711,98.85,0,62.92,1.61,32.05,19.66,4.07,0
20120706:0811,554.95,24.3,254.09,6.97,41.08,20.16,4.28,0
20120706:0911,395.91,0,204.72,5.23,49.42,20.84,4.34,0
20120706:1011,768.03,41.49,340.27,9.39,56.2,21.42,4.28,0
20120706:1111,747.92,30.6,342.38,9.25,60.06,22.02,4.55,0
20120706:1211,403,0,208.26,5.32,59.76,21.35,5.03,0
20120706:1311,1165.13,196.95,376.93,13.05,55.41,20.91,4.41,0
20120706:1411,1349.76,404.18,264.3,14.77,48.35,21.16,3.79,0
20120706:1511,1168.65,444.47,135.71,13.84,39.87,21.87,3.52,0
20120706:1611,573.28,87.45,206.86,7.8,30.79,22.06,3.24,0
20120706:1711,286.59,21.28,139.34,4.75,21.64,21.96,2.76,0
20120706:1811,118.57,0,73.26,2.01,12.78,21.53,1.66,0
20120706:1911,18.67,0,19.76,0.54,4.55,20.39,0.9,0
20120706:2011,0,0,0,0,0,19.24,1.45,0
20120706:2111,0,0,0,0,0,17.95,1.86,0
20120706:2211,0,0,0,0,0,17.18,2,0
20120706:2311,0,0,0,0,0,16.83,2.14,0
20120707:0011,0,0,0,0,0,16.6,2.21,0
20120707:0111,0,0,0,0,0,16.36,2.21,0
20120707:0211,0,0,0,0,0,15.81,2.07,0
20120707:0311,0,0,0,0,0,15.35,2,0
20120707:0411,29.09,0,25.52,0.7,5.52,14.71,1.79,0
20120707:0511,89.01,3.18,54.7,3.91,13.86,15.34,1.38,0
20120707:0611,401.16,159.96,71.67,7.74,22.78,17.47,1.38,0
20120707:0711,784.77,216.17,177.6,9.82,31.94,19,1.86,0
20120707:0811,1205.63,410.67,192.09,13.46,40.97,20.23,1.79,0
20120707:0911,1503.5,548.39,216.02,16.06,49.31,21.28,1.93,0
20120707:1011,1381.56,342.43,358.23,15.02,56.09,22.21,2.34,0
20120707:1111,921.94,81.71,381.69,11.08,59.96,22.7,2.62,0
20120707:1211,1820.72,728.64,215.97,19.12,59.67,22.7,2.55,0
20120707:1311,1510.64,466.81,304.14,16.33,55.33,22.82,2.48,0
20120707:1411,1483.88,584.46,168.7,16.4,48.28,22.85,2.48,0
20120707:1511,984.51,254.64,239.61,11.81,39.81,23.17,2.83,0
20120707:1611,522.46,59.23,210.76,7.08,30.74,22.64,2.76,0
20120707:1711,254.84,101.97,66.94,7.22,21.58,22.05,2.48,0
20120707:1811,110.34,0,69.14,1.9,12.72,21.51,1.72,0
20120707:1911,19.94,0,20.58,0.57,4.49,21.05,1.79,0
20120707:2011,0,0,0,0,0,19.69,2.34,0
20120707:2111,0,0,0,0,0,18.72,2.55,0
20120707:2211,0,0,0,0,0,18.19,2.69,0
20120707:2311,0,0,0,0,0,17.66,2.76,0
20120708:0011,0,0,0,0,0,17.21,2.69,0
20120708:0111,0,0,0,0,0,16.89,2.62,0
20120708:0211,0,0,0,0,0,16.62,2.62,0
20120708:0311,0,0,0,0,0,16.27,2.48,0
20120708:0411,30.33,0,26.34,0.72,5.41,15.99,2.41,0
20120708:0511,112.1,0.09,68.62,1.83,13.75,16.51,2.28,0
20120708:0611,184.98,0.63,103.67,2.67,22.67,17.95,2.28,0
20120708:0711,76.21,0,51.4,1.31,31.84,19.14,2.55,0
20120708:0811,122.56,0,74.44,1.9,40.86,18.78,2.76,0
20120708:0911,178.24,0,101.03,2.58,49.2,18.21,2.9,0
20120708:1011,158.17,0,91.28,2.33,55.97,17.71,2.76,0
20120708:1111,216.58,0,118.75,3.03,59.84,17.58,3.45,0
20120708:1211,248.6,0,133.82,3.42,59.57,17.92,4,0
20120708:1311,240.04,0,130.28,3.33,55.25,18.8,4.28,0
20120708:1411,497.51,5.2,245.95,6.38,48.21,20.19,5.31,0
20120708:1511,955.62,210.93,256.08,11.2,39.75,19.61,4.69,0
20120708:1611,693.95,199.78,153.08,9.7,30.68,20.51,4.41,0
20120708:1711,276.35,84.08,87.54,6.81,21.53,19.43,5.38,0
20120708:1811,100.96,0,63.38,1.74,12.66,17.91,4.9,0
20120708:1911,17.73,0,18.93,0.52,4.42,17.33,4.76,0
20120708:2011,0,0,0,0,0,16.5,4.69,0
20120708:2111,0,0,0,0,0,16.05,4.41,0
20120708:2211,0,0,0,0,0,15.8,4.62,0
20120708:2311,0,0,0,0,0,15.46,4.9,0
20120709:0011,0,0,0,0,0,15.22,5.03,0
20120709:0111,0,0,0,0,0,14.71,4.55,0
20120709:0211,0,0,0,0,0,14.4,4.21,0
20120709:0311,0,0,0,0,0,14.35,4.14,0
20120709:0411,14.14,0,16.46,0.45,5.3,14.5,4.14,0
20120709:0511,119.96,0.13,71.77,1.97,13.64,14.72,4.34,0
20120709:0611,119.41,0,71.78,1.83,22.56,15.36,5.31,0
20120709:0711,210.92,0,115.21,2.94,31.73,16.3,6,0
20120709:0811,202.42,0,111.66,2.85,40.75,17.04,5.17,0
20120709:0911,987.61,135.06,342.54,11.11,49.09,17.85,5.03,0
20120709:1011,185.95,0,104.57,2.67,55.85,18.48,5.24,0
20120709:1111,915.81,70.57,375.68,10.75,59.73,18.79,5.1,0
20120709:1211,908.28,70.03,373.7,10.7,59.46,19.32,5.1,0
20120709:1311,1770.5,677.19,199,18.12,55.16,19.71,4.76,0
20120709:1411,1525.82,574.09,175.01,16.27,48.14,19.99,4.55,0
20120709:1511,678.97,62.29,273.21,8.32,39.68,19.59,4.76,0
20120709:1611,213.26,0,117.87,3.01,30.62,19.14,4.28,0
20120709:1711,252.91,7.64,130.7,3.76,21.46,18.45,4,0
20120709:1811,100.86,0,63.38,1.74,12.59,17.86,3.24,0
20120709:1911,19.1,0,19.76,0.54,4.35,16.97,3.45,0
20120709:2011,0,0,0,0,0,16.45,3.24,0
20120709:2111,0,0,0,0,0,15.88,2.83,0
20120709:2211,0,0,0,0,0,15.56,2.55,0
20120709:2311,0,0,0,0,0,15.12,2.34,0
20120710:0011,0,0,0,0,0,14.76,2.41,0
20120710:0111,0,0,0,0,0,14.5,2.55,0
20120710:0211,0,0,0,0,0,14.53,2.76,0
20120710:0311,0,0,0,0,0,14.44,2.76,0
20120710:0411,23.46,0,22.22,0.61,5.18,14.67,2.83,0
20120710:0511,96.92,1.65,58.94,3.64,13.52,15.06,2.55,0
20120710:0611,399.5,122.69,99.77,7.08,22.45,15.49,3.1,0
20120710:0711,736.01,160.53,200.86,8.98,31.61,16.52,4,0
20120710:0811,1147.12,321.01,233.96,12.46,40.64,17.32,4,0
20120710:0911,381.2,0,195.86,5,48.97,18.41,3.93,0
20120710:1011,461.95,1.13,233.18,5.97,55.73,19.08,3.59,0
20120710:1111,440.57,0,225.1,5.75,59.6,19.82,3.52,0
20120710:1211,348.69,0,182.56,4.66,59.35,20.37,3.17,0
20120710:1311,335.32,0,176.36,4.5,55.06,20.36,2.9,0
20120710:1411,1177.55,268.3,314.6,13.14,48.06,19.61,2.55,0
20120710:1511,575.14,32.16,256.22,7.24,39.61,19.13,2.41,0
20120710:1611,175.14,0,100.14,2.56,30.55,19.25,1.72,0
20120710:1711,282.45,16.69,137.78,4.43,21.39,17.6,2.69,0
20120710:1811,109.81,0,67.5,1.86,12.52,16.52,1.86,0
20120710:1911,10.34,0,13.99,0.38,4.26,15.43,2.21,0
20120710:2011,0,0,0,0,0,15.02,1.79,0
20120710:2111,0,0,0,0,0,14.39,2.07,0
20120710:2211,0,0,0,0,0,14.01,2.34,0
20120710:2311,0,0,0,0,0,13.51,2.55,0
20120711:0011,0,0,0,0,0,13.41,2.62,0
20120711:0111,0,0,0,0,0,13.16,2.83,0
20120711:0211,0,0,0,0,0,13.18,3.1,0
20120711:0311,0,0,0,0,0,13.22,3.38,0
20120711:0411,0,0,4.12,0.11,5.06,13.15,3.52,0
20120711:0511,40.72,0,31.9,0.81,13.4,13.61,3.79,0
20120711:0611,190.91,0.63,104.56,2.69,22.33,14.04,3.93,0
20120711:0711,581.21,65.76,219.13,7.15,31.5,14.91,4.83,0
20120711:0811,390.58,2.04,195.13,5.02,40.52,15.33,4.83,0
20120711:0911,961.27,122.41,339.24,10.79,48.84,16.4,5.17,0
20120711:1011,1225.17,210.13,380.09,13.19,55.6,17.04,5.17,0
20120711:1111,721.13,22.84,328.95,8.78,59.47,17.4,5.24,0
20120711:1211,1902.73,714.01,223.78,18.89,59.22,18.06,5.1,0
20120711:1311,1261.87,241.62,370.52,13.64,54.96,18.25,4.97,0
20120711:1411,585.33,15.69,274.56,7.31,47.97,18.37,4.55,0
20120711:1511,553.31,25.6,249.42,6.92,39.53,18.28,4.76,0
20120711:1611,227.02,0,122.3,3.12,30.47,15.41,5.17,0
20120711:1711,132.46,0,77.99,1.99,21.32,14.95,3.66,0
20120711:1811,119.31,0,71.61,1.97,12.44,15.13,3.66,0
20120711:1911,14.09,0,16.46,0.45,4.18,15.01,3.79,0
20120711:2011,0,0,0,0,0,14.46,3.93,0
20120711:2111,0,0,0,0,0,13.82,4.14,0
20120711:2211,0,0,0,0,0,13.37,4.14,0
20120711:2311,0,0,0,0,0,13.05,4.34,0
20120712:0011,0,0,0,0,0,12.84,4.34,0
20120712:0111,0,0,0,0,0,12.5,4.14,0
20120712:0211,0,0,0,0,0,12.29,4.07,0
20120712:0311,0,0,0,0,0,12.1,3.93,0
20120712:0411,0,0,3.29,0.09,4.93,11.81,4,0
20120712:0511,9.52,0,13.29,0.34,13.28,11.95,4.62,0
20120712:0611,354.09,39.76,145.46,5.18,22.21,12.15,3.38,0
20120712:0711,139.77,0,80.65,2.06,31.37,12.55,4.21,0
20120712:0811,266.6,0,139.14,3.55,40.39,12.77,4.07,0
20120712:0911,517.7,6.57,247.02,6.42,48.71,13.55,4.14,0
20120712:1011,682.6,20.37,309.07,8.23,55.46,14.27,4.76,0
20120712:1111,1619.42,423.25,357.71,16.29,59.33,15.33,5.03,0
20120712:1211,158.03,0,90.39,2.31,59.1,16.01,5.1,0
20120712:1311,1787.46,664.33,206.67,17.94,54.85,16.9,4.97,0
20120712:1411,736.98,48.22,310.37,8.82,47.88,17.01,4.69,0
20120712:1511,858.45,143.54,272.18,10.04,39.45,17.05,4.55,0
20120712:1611,590.22,89.79,204.74,7.76,30.39,16.83,4.21,0
20120712:1711,277.44,84.19,86.38,6.7,21.23,16.51,3.72,0
20120712:1811,101.73,0,63.38,1.74,12.35,16.1,2.76,0
20120712:1911,17.91,0,18.93,0.52,4.08,15.67,1.79,0
20120712:2011,0,0,0,0,0,14.3,1.17,0
20120712:2111,0,0,0,0,0,13.04,1.38,0
20120712:2211,0,0,0,0,0,12.37,1.66,0
20120712:2311,0,0,0,0,0,12.5,1.72,0
20120713:0011,0,0,0,0,0,12.72,1.93,0
20120713:0111,0,0,0,0,0,13.07,2.21,0
20120713:0211,0,0,0,0,0,12.97,2.21,0
20120713:0311,0,0,0,0,0,12.8,2.07,0
20120713:0411,1.04,0,6.59,0.18,4.79,12.51,2,0
20120713:0511,19.1,0,19.5,0.5,13.15,12.69,1.93,0
20120713:0611,57.64,0,40.77,1.04,22.08,12.95,1.86,0
20120713:0711,180.72,0,100.14,2.56,31.25,13.1,2.28,0
20120713:0811,201.55,0,109.89,2.81,40.26,13.38,2.48,0
20120713:0911,384.75,0,194.08,4.95,48.58,13.76,2.62,0
20120713:1011,449.82,0,224.21,5.72,55.32,14.22,2.83,0
20120713:1111,234.63,0,125.84,3.21,59.19,14.89,3.03,0
20120713:1211,490.22,1.14,242.93,6.22,58.96,15.74,3.31,0
20120713:1311,416.37,0,210.92,5.38,54.74,16.79,3.45,0
20120713:1411,844.61,85.1,326.51,9.91,47.78,17.62,3.72,0
20120713:1511,930.17,186.8,262.64,10.75,39.36,16.39,3.93,0
20120713:1611,505.82,46.21,208.04,6.61,30.31,17.3,4.14,0
20120713:1711,288.18,66.73,104.57,6.24,21.15,17.75,3.79,0
20120713:1811,44.86,0,34.57,0.95,12.26,17.52,3.52,0
20120713:1911,0,0,4.12,0.11,3.98,15.97,2.48,0
20120713:2011,0,0,0,0,0,15.25,1.86,0
20120713:2111,0,0,0,0,0,14.85,2.14,0
20120713:2211,0,0,0,0,0,14.47,2.28,0
20120713:2311,0,0,0,0,0,14.22,2.41,0
20120714:0011,0,0,0,0,0,13.95,2.41,0
20120714:0111,0,0,0,0,0,13.55,2.41,0
20120714:0211,0,0,0,0,0,13.42,2.55,0
20120714:0311,0,0,0,0,0,13.26,2.69,0
20120714:0411,0,0,4.94,0.14,4.66,13.14,2.9,0
20120714:0511,119.09,0.02,70.93,2.06,13.02,13.32,3.1,0
20120714:0611,324.38,26.61,144.3,4.66,21.95,13.77,2.97,0
20120714:0711,228.26,0,122.3,3.12,31.12,14.17,4.62,0
20120714:0811,115.99,0,70.01,1.79,40.13,14.79,4.14,0
20120714:0911,367.86,0,186.99,4.77,48.44,15.59,5.03,0
20120714:1011,302.31,0,156.86,4,55.17,15.35,5.03,0
20120714:1111,485.29,1.15,239.39,6.13,59.04,15.4,4.9,0
20120714:1211,625.93,9.12,296.13,7.71,58.82,15.22,4.34,0
20120714:1311,956.71,95.45,363.65,10.9,54.61,15.37,4.48,0
20120714:1411,353.67,0,180.79,4.61,47.67,15.51,3.86,0
20120714:1511,788.29,106.08,275.64,9.3,39.26,16.06,4.07,0
20120714:1611,671.48,157.97,176.46,8.96,30.21,16.1,3.79,0
20120714:1711,117.33,0,70.9,1.81,21.05,15.5,3.38,0
20120714:1811,110.61,0,67.5,1.86,12.16,15.26,2.69,0
20120714:1911,15.4,0,17.29,0.48,3.88,14.36,1.31,0
20120714:2011,0,0,0,0,0,13.86,1.45,0
20120714:2111,0,0,0,0,0,13.31,1.66,0
20120714:2211,0,0,0,0,0,12.83,1.79,0
20120714:2311,0,0,0,0,0,12.48,1.86,0
20120715:0011,0,0,0,0,0,12.15,1.79,0
20120715:0111,0,0,0,0,0,11.8,1.72,0
20120715:0211,0,0,0,0,0,11.68,1.72,0
20120715:0311,0,0,0,0,0,11.56,1.66,0
20120715:0411,21.1,0,20.58,0.57,4.52,11.19,1.66,0
20120715:0511,78.62,0,51.03,1.4,12.88,11.53,1.45,0
20120715:0611,316.77,24.13,142.66,4.52,21.82,12.68,1.59,0
20120715:0711,844.71,271.88,141.3,10.2,30.99,13.84,2.28,0
20120715:0811,1129.52,312.11,234.36,12.19,40,14.43,2.07,0
20120715:0911,1599.85,608.22,180.62,16.29,48.3,15.58,2.28,0
20120715:1011,1131.97,174.17,378.66,12.51,55.02,16.61,2.55,0
20120715:1111,1506.2,375.06,371.5,15.7,58.88,17.33,2.69,0
20120715:1211,1771.64,615.56,276,18.01,58.68,18.06,2.76,0
20120715:1311,845.51,64.51,349.6,10.02,54.48,17.75,3.03,0
20120715:1411,148.78,0,86.85,2.22,47.56,18.01,3.17,0
20120715:1511,679.47,65.16,270.17,8.28,39.16,17.99,2.97,0
20120715:1611,345.69,7.1,171.26,4.57,30.12,16.8,3.93,0
20120715:1711,187.84,0.92,103.57,2.69,20.95,15.39,4,0
20120715:1811,109,0,66.67,1.83,12.05,15.12,2.83,0
20120715:1911,15.4,0,17.29,0.48,3.76,14.63,2.55,0
20120715:2011,0,0,0,0,0,13.67,2.62,0
20120715:2111,0,0,0,0,0,12.9,2.62,0
20120715:2211,0,0,0,0,0,12.43,2.62,0
20120715:2311,0,0,0,0,0,11.85,2.69,0
20120716:0011,0,0,0,0,0,11.38,2.69,0
20120716:0111,0,0,0,0,0,11.02,2.76,0
20120716:0211,0,0,0,0,0,10.85,2.83,0
20120716:0311,0,0,0,0,0,11.01,2.97,0
20120716:0411,0.25,0,5.76,0.16,4.37,11.03,3.03,0
20120716:0511,92.13,0,57.62,1.58,12.74,11.68,3.24,0
20120716:0611,323.47,27.37,142.55,4.64,21.68,12.78,3.17,0
20120716:0711,381.55,10.8,181.49,4.89,30.85,13.98,4.28,0
20120716:0811,1164.83,331.49,225.9,12.37,39.86,15.19,4.14,0
20120716:0911,841.66,80.62,325.96,9.7,48.15,16.28,4.34,0
20120716:1011,1062.43,138.04,374.75,11.81,54.87,16.95,4.62,0
20120716:1111,468.47,0,234.85,5.99,58.72,17.31,4.9,0
20120716:1211,424.23,0,213.58,5.45,58.52,16.64,5.52,0
20120716:1311,291.1,0,151.54,3.87,54.35,15.18,5.45,0
20120716:1411,198.92,0,109.01,2.78,47.44,14.79,5.24,0
20120716:1511,153.56,0,87.74,2.24,39.05,14.55,5.59,0
20120716:1611,247.8,0,131.16,3.35,30.01,14.29,6,0
20120716:1711,53.99,0,38.99,1,20.85,14.09,5.72,0
20120716:1811,24.97,0,23.05,0.63,11.94,13.88,5.52,0
20120716:1911,6.97,0,11.52,0.32,3.65,13.72,5.38,0
20120716:2011,0,0,0,0,0,13.47,5.03,0
20120716:2111,0,0,0,0,0,13.46,4.34,0
20120716:2211,0,0,0,0,0,13.58,4.48,0
20120716:2311,0,0,0,0,0,13.63,4.48,0
20120717:0011,0,0,0,0,0,13.77,3.93,0
20120717:0111,0,0,0,0,0,13.98,3.31,0
20120717:0211,0,0,0,0,0,14.22,2.76,0
20120717:0311,0,0,0,0,0,14.35,2.41,0
20120717:0411,0,0,2.47,0.07,4.22,14.4,2.76,0
20120717:0511,89.08,0,56.8,1.56,12.6,14.58,2.69,0
20120717:0611,300.01,20.43,139.3,4.3,21.54,15,2.55,0
20120717:0711,419.74,18.95,192.74,5.36,30.71,15.77,3.66,0
20120717:0811,546.27,23.81,246.17,6.74,39.72,16.19,3.52,0
